lat,lon,RSSI_1,RSSI_2,RSSI_3,RSSI_4,RSSI_5,RSSI_6
-8.079855072463769,-34.90144144144144,-82.47377652877739,-73.5927952855651,-52.75638705855468,-73.59279432028342,-85.98041412609973,-84.66543505547446
-8.079855072463769,-34.90121621621621,-82.33648799903821,-73.22747736702195,-53.19757817080591,-73.22747638589391,-85.86305247118023,-84.58594357900088
-8.079855072463769,-34.900990990990984,-82.20027563961901,-72.85622479849329,-53.6303794900781,-72.85622380161834,-85.74606047926588,-84.50827848106798
-8.079855072463769,-34.90076576576576,-82.06524942996111,-72.4790915144749,-54.054921287534825,-72.47909050202259,-85.62948676749798,-84.43250756095338
-8.079855072463769,-34.90054054054054,-81.93152377897835,-72.09617472180751,-54.47135316250073,-72.09617369412022,-85.51338193245007,-84.35869865668366
-8.079855072463769,-34.90031531531531,-81.79921750139468,-71.70762358427719,-54.879839171368886,-71.70762254183782,-85.39779858194268,-84.28691949315996
-8.079855072463769,-34.90009009009009,-81.66845376814166,-71.31364935003178,-55.28055384190017,-71.3136482934858,-85.28279136285539,-84.21723752277941
-8.079855072463769,-34.89986486486486,-81.53936002824429,-70.91453710501982,-55.673678922681674,-70.91453603523952,-85.16841698438981,-84.14971975897643
-8.079855072463769,-34.89963963963964,-81.41206789963888,-70.51065933526712,-56.05940074162285,-70.51065825337683,-85.05473423631412,-84.08443260328477
-8.079855072463769,-34.89941441441441,-81.28671302621666,-70.10249146530089,-56.43790806924321,-70.1024903727199,-84.94180400146334,-84.02144166647795
-8.079855072463769,-34.899189189189194,-81.16343489878605,-69.69062950620388,-56.809390398707365,-69.69062840469455,-84.82968926200886,-83.96081158462366
-8.079855072463769,-34.898963963963965,-81.04237663730282,-69.27580988123482,-57.17403657060653,-69.27580877296766,-84.71845509870698,-83.90260583072228
-8.079855072463769,-34.898738738738736,-80.92368473241581,-68.85893139222576,-57.5320336812193,-68.85893027983111,-84.60816868261276,-83.84688652297964
-8.079855072463769,-34.898513513513514,-80.80750874411441,-68.44107912709894,-57.88356622528762,-68.44107801373517,-84.4988992584511,-83.7937142305858
-8.079855072463769,-34.898288288288285,-80.69400095596882,-68.0235498761141,-58.228815430986856,-68.02354876555384,-84.39071811898552,-83.74314777814416
-8.079855072463769,-34.898063063063056,-80.58331598361144,-67.60787830108895,-58.567958752616875,-67.6078771977486,-84.28369856971705,-83.6952440498392
-8.079855072463769,-34.897837837837834,-80.47561033659446,-67.19586267446404,-58.90116949317513,-67.19586158350214,-84.1779158831672,-83.65005779456294
